cape raven	{"temperatureRange": "-5-35", "precipitationRange": "0-100", "kind": "large bird", "sealife": false, "diet": ["insect", "small reptile", "small mammal", "carcass", "egg", "fruit", "seed"]}
cape starling	{"temperatureRange": "-5-35", "precipitationRange": "25-100", "kind": "small bird", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "fruit", "seed", "nectar"]}
cape white-eye	{"temperatureRange": "10-25", "precipitationRange": "25-100", "kind": "small bird", "sealife": false, "diet": ["insect", "nectar", "fruit"]}
cape wild cat	{"temperatureRange": "-5-45", "precipitationRange": "25-100", "kind": "small mammal", "sealife": false, "diet": ["small mammal", "small bird", "large reptile", "insect", "carcass"]}
capybara	{"temperatureRange": "20-35", "precipitationRange": "100-200", "kind": "giant mammal", "sealife": false, "diet": ["plant", "grass", "aquatic plants", "fruit", "bark"]}
caracal	{"temperatureRange": "-15-50", "precipitationRange": "25-100", "kind": "small mammal", "sealife": false, "diet": ["small mammal", "small bird", "large bird", "small reptile", "insect"]}
caracara	{"temperatureRange": "-10-40", "precipitationRange": "25-200", "kind": "large bird", "sealife": false, "diet": ["carcass", "insect", "small reptile", "small amphibian", "small mammal", "egg", "fruit"]}
caribou	{"temperatureRange": "-55-20", "precipitationRange": "30-120", "kind": "large mammal", "sealife": false, "diet": ["lichen", "plant", "moss", "mushroom"]}
carmine bee-eater	{"temperatureRange": "20-45", "precipitationRange": "25-150", "kind": "small bird", "sealife": false, "diet": ["insect", "bee", "wasp", "hornet", "flying ant", "locust"]}
carpet python	{"temperatureRange": "24-32", "precipitationRange": "70-150", "kind": "large reptile", "sealife": false, "diet": ["small mammal", "large mammal", "small bird", "large bird", "small reptile", "egg"]}
carpet snake	{"temperatureRange": "10-35", "precipitationRange": "50-200", "kind": "large reptile", "sealife": false, "diet": ["small reptile", "large reptile", "small bird", "large bird", "small mammal", "egg"]}
cattle egret	{"temperatureRange": "10-40", "precipitationRange": "25-200", "kind": "large bird", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "small fish", "small mammal"]}
cereopsis goose	{"temperatureRange": "-5-25", "precipitationRange": "25-100", "kind": "large bird", "sealife": false, "diet": ["plant", "seed", "insect"]}
chacma baboon	{"temperatureRange": "-10-40", "precipitationRange": "25-150", "kind": "large mammal", "sealife": false, "diet": ["insect", "small reptile", "small mammal", "plant", "fruit", "seed", "nut", "carcass"]}
chameleon	{"temperatureRange": "24-29", "precipitationRange": "50-150", "kind": "small reptile", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "plant", "fruit"]}
cheetah	{"temperatureRange": "-5-40", "precipitationRange": "25-100", "kind": "large mammal", "sealife": false, "diet": ["small mammal", "large mammal", "bird"]}
chestnut weaver	{"temperatureRange": "10-35", "precipitationRange": "50-150", "kind": "small bird", "sealife": false, "diet": ["seed", "insect"]}
chilean flamingo	{"temperatureRange": "-10-35", "precipitationRange": "0-100", "kind": "large bird", "sealife": false, "diet": ["algae", "crustaceans", "insects", "larvae", "mollusks", "small fish"]}
chimpanzee	{"temperatureRange": "10-30", "precipitationRange": "150-2000", "kind": "large mammal", "sealife": false, "diet": ["fruit", "seed", "nut", "insect", "small mammal", "plant"]}
chital	{"temperatureRange": "10-40", "precipitationRange": "70-200", "kind": "large mammal", "sealife": false, "diet": ["plant", "fruit", "seed", "nut"]}
chuckwalla	{"temperatureRange": "20-40", "precipitationRange": "0-25", "kind": "large reptile", "sealife": false, "diet": ["plant", "fruit", "flower", "leaf"]}
civet	{"temperatureRange": "10-30", "precipitationRange": "75-150", "kind": "small mammal", "sealife": false, "diet": ["insect", "small reptile", "small mammal", "fruit", "seed", "egg", "carcass"]}
civet cat	{"temperatureRange": "10-30", "precipitationRange": "100-250", "kind": "small mammal", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "small mammal", "egg", "plant", "fruit", "seed"]}
clark's nutcracker	{"temperatureRange": "-30-30", "precipitationRange": "40-100", "kind": "small bird", "sealife": false, "diet": ["insect", "small reptile", "small mammal", "egg", "plant", "fruit", "seed", "nut", "carcass"]}
cobra	{"temperatureRange": "24-32", "precipitationRange": "75-150", "kind": "large reptile", "sealife": false, "diet": ["small reptile", "large reptile", "small mammal", "large mammal", "bird", "egg", "carcass"]}
coke's hartebeest	{"temperatureRange": "10-40", "precipitationRange": "50-150", "kind": "large mammal", "sealife": false, "diet": ["plant"]}
collared lemming	{"temperatureRange": "-30-15", "precipitationRange": "30-100", "kind": "small mammal", "sealife": false, "diet": ["plant", "moss", "lichen", "seed", "grass", "bark"]}
collared lizard	{"temperatureRange": "24-35", "precipitationRange": "25-50", "kind": "small reptile", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "small mammal", "egg"]}
collared peccary	{"temperatureRange": "20-35", "precipitationRange": "50-250", "kind": "small mammal", "sealife": false, "diet": ["fruit", "seed", "root", "bulb", "plant", "insect", "small reptile", "small mammal", "carcass"]}
columbian rainbow boa	{"temperatureRange": "24-30", "precipitationRange": "150-250", "kind": "large reptile", "sealife": false, "diet": ["small mammal", "large mammal", "small bird", "large reptile", "small reptile", "amphibian"]}
comb duck	{"temperatureRange": "10-35", "precipitationRange": "75-150", "kind": "large bird", "sealife": false, "diet": ["plant", "seed", "insect", "small fish", "small reptile", "small amphibian"]}
common boubou shrike	{"temperatureRange": "10-40", "precipitationRange": "25-200", "kind": "small bird", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "small mammal", "small bird"]}
common brushtail possum	{"temperatureRange": "-10-40", "precipitationRange": "50-200", "kind": "small mammal", "sealife": false, "diet": ["insect", "small reptile", "small bird", "egg", "plant", "fruit", "seed", "nectar", "nut"]}
common dolphin	{"temperatureRange": "10-28", "precipitationRange": "0-200", "kind": "large mammal", "sealife": true, "diet": ["small fish", "squid", "octopus", "crustacean"]}
common duiker	{"temperatureRange": "15-30", "precipitationRange": "70-150", "kind": "small mammal", "sealife": false, "diet": ["plant", "fruit", "seed", "insect", "small reptile", "small mammal", "carcass"]}
common eland	{"temperatureRange": "10-40", "precipitationRange": "25-100", "kind": "large mammal", "sealife": false, "diet": ["plant", "fruit", "seed"]}
common genet	{"temperatureRange": "-10-40", "precipitationRange": "25-100", "kind": "small mammal", "sealife": false, "diet": ["small mammal", "insect", "small bird", "small reptile", "egg", "fruit", "carcass"]}
common goldeneye	{"temperatureRange": "-40-20", "precipitationRange": "30-100", "kind": "large bird", "sealife": false, "diet": ["small fish", "insect", "small crustacean", "small amphibian", "plant"]}
common green iguana	{"temperatureRange": "24-35", "precipitationRange": "60-180", "kind": "large reptile", "sealife": false, "diet": ["plant", "fruit", "flower", "leaf"]}
common grenadier	{"temperatureRange": "-1-4", "precipitationRange": "0-50", "kind": "large fish", "sealife": true, "diet": ["small fish", "crustaceans", "cephalopods", "carcass"]}
common langur	{"temperatureRange": "10-35", "precipitationRange": "50-200", "kind": "large mammal", "sealife": false, "diet": ["plant", "fruit", "seed", "nut", "flower"]}
common long-nosed armadillo	{"temperatureRange": "10-35", "precipitationRange": "75-150", "kind": "small mammal", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "plant", "fruit", "seed"]}
common melba finch	{"temperatureRange": "20-35", "precipitationRange": "25-100", "kind": "small bird", "sealife": false, "diet": ["seed"]}
common mynah	{"temperatureRange": "10-35", "precipitationRange": "50-200", "kind": "small bird", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "fruit", "seed", "nectar", "carcass"]}
common nighthawk	{"temperatureRange": "-30-40", "precipitationRange": "25-100", "kind": "small bird", "sealife": false, "diet": ["insect"]}
common palm civet	{"temperatureRange": "10-30", "precipitationRange": "100-300", "kind": "small mammal", "sealife": false, "diet": ["fruit", "insect", "small mammal", "small reptile", "small bird", "egg", "seed", "nectar"]}
common pheasant	{"temperatureRange": "-10-30", "precipitationRange": "50-100", "kind": "large bird", "sealife": false, "diet": ["insect", "seed", "grain", "fruit", "leaf"]}
common raccoon	{"temperatureRange": "-30-40", "precipitationRange": "75-150", "kind": "small mammal", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "small fish", "small mammal", "egg", "plant", "fruit", "seed", "nut", "carcass"]}
common rhea	{"temperatureRange": "-10-40", "precipitationRange": "50-200", "kind": "large bird", "sealife": false, "diet": ["plant", "fruit", "seed", "insect", "small reptile", "small mammal"]}
common ringtail	{"temperatureRange": "-10-40", "precipitationRange": "25-150", "kind": "small mammal", "sealife": false, "diet": ["insect", "small reptile", "small bird", "small mammal", "fruit", "nectar", "seed", "nut"]}
common seal	{"temperatureRange": "-2-20", "precipitationRange": "50-150", "kind": "large mammal", "sealife": true, "diet": ["small fish", "large fish", "crustacean"]}
common shelduck	{"temperatureRange": "-10-30", "precipitationRange": "50-150", "kind": "large bird", "sealife": false, "diet": ["insect", "small fish", "small crustacean", "mollusc", "plant", "seed"]}
common turkey	{"temperatureRange": "-10-35", "precipitationRange": "50-150", "kind": "large bird", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "plant", "fruit", "seed", "nut"]}
common wallaroo	{"temperatureRange": "-5-40", "precipitationRange": "25-100", "kind": "large mammal", "sealife": false, "diet": ["plant", "grass", "leaves", "fruit", "seed"]}
common waterbuck	{"temperatureRange": "10-35", "precipitationRange": "70-150", "kind": "large mammal", "sealife": false, "diet": ["plant"]}
common wolf	{"temperatureRange": "-50-40", "precipitationRange": "25-200", "kind": "large mammal", "sealife": false, "diet": ["large mammal", "small mammal", "carcass"]}
common wombat	{"temperatureRange": "10-25", "precipitationRange": "25-75", "kind": "small mammal", "sealife": false, "diet": ["plant", "grass", "roots", "bark"]}
common zebra	{"temperatureRange": "10-35", "precipitationRange": "25-100", "kind": "large mammal", "sealife": false, "diet": ["plant"]}
common zorro	{"temperatureRange": "-10-40", "precipitationRange": "25-100", "kind": "small mammal", "sealife": false, "diet": ["rodent", "rabbit", "bird", "insect", "reptile", "fruit", "carcass"]}
cook's tree boa	{"temperatureRange": "24-30", "precipitationRange": "150-250", "kind": "large reptile", "sealife": false, "diet": ["small mammal", "small bird", "large reptile", "egg"]}
coqui francolin	{"temperatureRange": "20-30", "precipitationRange": "50-100", "kind": "small bird", "sealife": false, "diet": ["seed", "insect", "small reptile"]}
coqui partridge	{"temperatureRange": "20-30", "precipitationRange": "100-200", "kind": "small bird", "sealife": false, "diet": ["seed", "fruit", "insect"]}
cormorant	{"temperatureRange": "-20-40", "precipitationRange": "25-200", "kind": "large bird", "sealife": false, "diet": ["small fish", "large fish"]}
cottonmouth	{"temperatureRange": "10-32", "precipitationRange": "100-200", "kind": "large reptile", "sealife": false, "diet": ["small fish", "small reptile", "large reptile", "small amphibian", "large amphibian", "small bird", "small mammal", "large mammal", "carcass", "egg"]}
cougar	{"temperatureRange": "-30-40", "precipitationRange": "50-200", "kind": "large mammal", "sealife": false, "diet": ["deer", "elk", "moose", "small mammal", "large reptile", "small bird", "carcass"]}
coyote	{"temperatureRange": "-40-40", "precipitationRange": "25-100", "kind": "small mammal", "sealife": false, "diet": ["small mammal", "large mammal", "insect", "small reptile", "small bird", "large bird", "fruit", "carcass"]}
crab	{"temperatureRange": "5-30", "precipitationRange": "0-200", "kind": "small fish", "sealife": true, "diet": ["algae", "plankton", "small fish", "mollusks", "worms", "carcass"]}
crab-eating fox	{"temperatureRange": "20-30", "precipitationRange": "50-150", "kind": "small mammal", "sealife": false, "diet": ["insect", "small reptile", "small mammal", "fruit", "seed", "carcass", "crab"]}
crab-eating raccoon	{"temperatureRange": "10-35", "precipitationRange": "150-300", "kind": "small mammal", "sealife": false, "diet": ["crab", "insect", "small reptile", "small amphibian", "small fish", "fruit", "seed", "nut", "egg", "carcass"]}
crested barbet	{"temperatureRange": "10-30", "precipitationRange": "50-200", "kind": "small bird", "sealife": false, "diet": ["fruit", "insect", "seed", "nectar"]}
crested bunting	{"temperatureRange": "-10-35", "precipitationRange": "25-150", "kind": "small bird", "sealife": false, "diet": ["seed", "insect", "plant"]}
crested porcupine	{"temperatureRange": "-5-40", "precipitationRange": "25-150", "kind": "large mammal", "sealife": false, "diet": ["plant", "fruit", "root", "bark", "tuber", "bulb", "crop", "bone"]}
crested screamer	{"temperatureRange": "10-35", "precipitationRange": "100-250", "kind": "large bird", "sealife": false, "diet": ["plant", "seed", "insect", "small reptile", "small amphibian"]}
crimson-breasted shrike	{"temperatureRange": "0-35", "precipitationRange": "25-100", "kind": "small bird", "sealife": false, "diet": ["insect", "small reptile", "small mammal"]}
crown of thorns starfish	{"temperatureRange": "23-29", "precipitationRange": "100-300", "kind": "large fish", "sealife": true, "diet": ["coral"]}
crowned eagle	{"temperatureRange": "10-35", "precipitationRange": "50-200", "kind": "large bird", "sealife": false, "diet": ["small mammal", "large mammal", "small bird", "large bird", "reptile"]}
crowned hawk-eagle	{"temperatureRange": "20-35", "precipitationRange": "100-300", "kind": "large bird", "sealife": false, "diet": ["small mammal", "large reptile", "small bird", "large bird", "small amphibian", "insect"]}
cuis	{"temperatureRange": "20-30", "precipitationRange": "70-350", "kind": "small mammal", "sealife": false, "diet": ["fruit", "seed", "insect", "small reptile", "egg"]}
currasow	{"temperatureRange": "20-30", "precipitationRange": "100-300", "kind": "large bird", "sealife": false, "diet": ["fruit", "seed", "insect", "small reptile", "small amphibian"]}
curve-billed thrasher	{"temperatureRange": "-10-45", "precipitationRange": "25-75", "kind": "small bird", "sealife": false, "diet": ["insect", "small reptile", "fruit", "seed", "nectar"]}
dabchick	{"temperatureRange": "0-30", "precipitationRange": "50-200", "kind": "small bird", "sealife": false, "diet": ["small fish", "insect", "small amphibian", "crustacean", "mollusc"]}
dama wallaby	{"temperatureRange": "10-35", "precipitationRange": "25-75", "kind": "small mammal", "sealife": false, "diet": ["plant", "fruit", "seed"]}
dark-winged trumpeter	{"temperatureRange": "10-30", "precipitationRange": "150-300", "kind": "large bird", "sealife": false, "diet": ["fruit", "seed", "insect", "small reptile", "small amphibian"]}
darwin ground finch	{"temperatureRange": "10-30", "precipitationRange": "0-100", "kind": "small bird", "sealife": false, "diet": ["seed", "insect", "plant", "fruit"]}
dassie	{"temperatureRange": "10-40", "precipitationRange": "25-100", "kind": "small mammal", "sealife": false, "diet": ["plant", "fruit"]}
defassa waterbuck	{"temperatureRange": "10-35", "precipitationRange": "70-180", "kind": "large mammal", "sealife": false, "diet": ["plant"]}
denham's bustard	{"temperatureRange": "10-40", "precipitationRange": "25-150", "kind": "large bird", "sealife": false, "diet": ["insect", "small reptile", "small mammal", "seed", "plant"]}
desert kangaroo rat	{"temperatureRange": "0-40", "precipitationRange": "0-50", "kind": "small mammal", "sealife": false, "diet": ["seed", "plant", "insect"]}
desert spiny lizard	{"temperatureRange": "20-45", "precipitationRange": "0-25", "kind": "small reptile", "sealife": false, "diet": ["insect", "plant"]}
desert tortoise	{"temperatureRange": "0-50", "precipitationRange": "10-25", "kind": "large reptile", "sealife": false, "diet": ["plant", "fruit", "flower", "grass", "herb", "cactus"]}
dingo	{"temperatureRange": "-5-45", "precipitationRange": "25-150", "kind": "large mammal", "sealife": false, "diet": ["small mammal", "large mammal", "bird", "reptile", "insect", "fish", "carcass", "fruit"]}
downy woodpecker	{"temperatureRange": "-30-30", "precipitationRange": "30-200", "kind": "small bird", "sealife": false, "diet": ["insect", "larva", "plant", "fruit", "seed", "nut", "sap"]}
dromedary camel	{"temperatureRange": "-5-50", "precipitationRange": "0-100", "kind": "large mammal", "sealife": false, "diet": ["plant", "fruit", "seed", "nut"]}
dusky gull	{"temperatureRange": "-5-30", "precipitationRange": "0-100", "kind": "large bird", "sealife": false, "diet": ["fish", "invertebrate", "carcass", "egg", "garbage"]}
dusky rattlesnake	{"temperatureRange": "10-35", "precipitationRange": "50-100", "kind": "large reptile", "sealife": false, "diet": ["small mammal", "large reptile", "small reptile", "small bird", "egg"]}
eagle owl	{"temperatureRange": "-30-45", "precipitationRange": "25-200", "kind": "large bird", "sealife": false, "diet": ["small mammal", "large mammal", "small bird", "large bird", "reptile", "amphibian", "fish", "insect", "carcass"]}
eastern boa constrictor	{"temperatureRange": "24-32", "precipitationRange": "100-200", "kind": "large reptile", "sealife": false, "diet": ["small mammal", "large mammal", "small bird", "large bird", "small reptile", "egg"]}
eastern box turtle	{"temperatureRange": "10-30", "precipitationRange": "100-150", "kind": "small reptile", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "small mammal", "egg", "plant", "fruit", "mushroom"]}
eastern cottontail rabbit	{"temperatureRange": "-30-35", "precipitationRange": "75-150", "kind": "small mammal", "sealife": false, "diet": ["plant", "fruit", "seed", "nut", "bark", "twig"]}
eastern diamondback rattlesnake	{"temperatureRange": "24-35", "precipitationRange": "90-160", "kind": "large reptile", "sealife": false, "diet": ["small mammal", "small bird", "large reptile"]}
eastern dwarf mongoose	{"temperatureRange": "20-35", "precipitationRange": "50-100", "kind": "small mammal", "sealife": false, "diet": ["insect", "small reptile", "small mammal", "egg", "fruit"]}
eastern fox squirrel	{"temperatureRange": "-30-40", "precipitationRange": "75-150", "kind": "small mammal", "sealife": false, "diet": ["nut", "seed", "fruit", "plant", "insect", "small reptile", "small amphibian", "egg"]}
eastern grey kangaroo	{"temperatureRange": "10-35", "precipitationRange": "50-100", "kind": "large mammal", "sealife": false, "diet": ["plant"]}
eastern indigo snake	{"temperatureRange": "17-29", "precipitationRange": "100-150", "kind": "large reptile", "sealife": false, "diet": ["small reptile", "large reptile", "small amphibian", "small mammal", "egg", "carcass"]}
eastern quoll	{"temperatureRange": "-10-35", "precipitationRange": "50-150", "kind": "small mammal", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "small bird", "small mammal", "carcass", "fruit", "seed"]}
eastern white pelican	{"temperatureRange": "-20-40", "precipitationRange": "25-100", "kind": "large bird", "sealife": false, "diet": ["small fish", "large fish", "small amphibian", "insect"]}
egyptian cobra	{"temperatureRange": "20-35", "precipitationRange": "10-50", "kind": "large reptile", "sealife": false, "diet": ["small reptile", "small mammal", "bird", "egg", "carcass"]}
egyptian goose	{"temperatureRange": "-5-35", "precipitationRange": "0-100", "kind": "large bird", "sealife": false, "diet": ["plant", "seed", "fruit", "insect", "small reptile", "small amphibian"]}
egyptian viper	{"temperatureRange": "20-35", "precipitationRange": "0-25", "kind": "small reptile", "sealife": false, "diet": ["small mammal", "small bird", "small reptile", "egg"]}
egyptian vulture	{"temperatureRange": "10-45", "precipitationRange": "0-100", "kind": "large bird", "sealife": false, "diet": ["carcass", "small reptile", "small mammal", "egg", "insect"]}
elegant crested tinamou	{"temperatureRange": "10-25", "precipitationRange": "100-200", "kind": "large bird", "sealife": false, "diet": ["seed", "fruit", "insect", "small reptile", "small mammal"]}
eleven-banded armadillo	{"temperatureRange": "10-38", "precipitationRange": "75-150", "kind": "small mammal", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "egg", "plant", "fruit", "fungi"]}
elk, wapiti	{"temperatureRange": "-30-30", "precipitationRange": "50-250", "kind": "large mammal", "sealife": false, "diet": ["plant", "grass", "forb", "bark", "twig"]}
emerald green tree boa	{"temperatureRange": "24-30", "precipitationRange": "150-500", "kind": "large reptile", "sealife": false, "diet": ["small mammal", "small bird", "small reptile", "amphibian"]}
emerald-spotted wood dove	{"temperatureRange": "10-35", "precipitationRange": "50-200", "kind": "small bird", "sealife": false, "diet": ["seed", "fruit", "insect"]}
emu	{"temperatureRange": "-5-45", "precipitationRange": "40-100", "kind": "large bird", "sealife": false, "diet": ["plant", "fruit", "seed", "insect", "small reptile"]}
eurasian badger	{"temperatureRange": "-10-25", "precipitationRange": "50-150", "kind": "small mammal", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "small mammal", "egg", "plant", "fruit", "seed", "nut", "carcass"]}
eurasian beaver	{"temperatureRange": "-10-20", "precipitationRange": "75-150", "kind": "large mammal", "sealife": false, "diet": ["wood", "plant"]}
eurasian hoopoe	{"temperatureRange": "10-35", "precipitationRange": "25-100", "kind": "small bird", "sealife": false, "diet": ["insect", "small reptile", "small amphibian"]}
eurasian red squirrel	{"temperatureRange": "-30-30", "precipitationRange": "50-150", "kind": "small mammal", "sealife": false, "diet": ["seed", "nut", "fruit", "fungi", "insect", "egg"]}
euro wallaby	{"temperatureRange": "10-35", "precipitationRange": "50-150", "kind": "small mammal", "sealife": false, "diet": ["plant"]}
european badger	{"temperatureRange": "-20-30", "precipitationRange": "50-150", "kind": "small mammal", "sealife": false, "diet": ["insect", "small mammal", "fruit", "seed", "nut", "carcass"]}
european beaver	{"temperatureRange": "-10-25", "precipitationRange": "50-150", "kind": "large mammal", "sealife": false, "diet": ["plant", "wood", "bark"]}
european red squirrel	{"temperatureRange": "-10-30", "precipitationRange": "50-150", "kind": "small mammal", "sealife": false, "diet": ["seed", "nut", "fruit", "fungi", "egg", "insect"]}
european shelduck	{"temperatureRange": "-5-25", "precipitationRange": "50-150", "kind": "large bird", "sealife": false, "diet": ["insect", "small fish", "small amphibian", "plant", "seed"]}
european spoonbill	{"temperatureRange": "10-30", "precipitationRange": "50-150", "kind": "large bird", "sealife": false, "diet": ["small fish", "insect", "small amphibian", "small reptile", "crustacean", "mollusc"]}
european stork	{"temperatureRange": "0-35", "precipitationRange": "40-100", "kind": "large bird", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "small mammal", "small fish", "egg", "carcass"]}
european wild cat	{"temperatureRange": "-10-35", "precipitationRange": "50-150", "kind": "small mammal", "sealife": false, "diet": ["small mammal", "small bird", "small reptile", "insect", "egg", "carcass"]}
fairy penguin	{"temperatureRange": "5-25", "precipitationRange": "50-100", "kind": "small bird", "sealife": false, "diet": ["small fish", "krill", "squid"]}
fat-tailed dunnart	{"temperatureRange": "10-30", "precipitationRange": "25-75", "kind": "small mammal", "sealife": false, "diet": ["insect", "small reptile", "small mammal", "seed", "nectar"]}
feathertail glider	{"temperatureRange": "10-35", "precipitationRange": "50-150", "kind": "small mammal", "sealife": false, "diet": ["insect", "nectar", "pollen", "sap", "fruit", "seed"]}
feral rock pigeon	{"temperatureRange": "-20-40", "precipitationRange": "25-200", "kind": "small bird", "sealife": false, "diet": ["seed", "grain", "fruit", "insect", "small mammal", "carcass"]}
ferruginous hawk	{"temperatureRange": "-30-40", "precipitationRange": "25-100", "kind": "large bird", "sealife": false, "diet": ["small mammal", "small bird", "large reptile", "small reptile", "insect", "carcass"]}
field flicker	{"temperatureRange": "-20-40", "precipitationRange": "25-100", "kind": "small bird", "sealife": false, "diet": ["insect", "seed", "fruit", "nut"]}
fisher	{"temperatureRange": "-30-30", "precipitationRange": "100-250", "kind": "small mammal", "sealife": false, "diet": ["small mammal", "snowshoe hare", "carcass", "fruit", "nut"]}
flightless cormorant	{"temperatureRange": "10-25", "precipitationRange": "75-150", "kind": "large bird", "sealife": false, "diet": ["small fish", "eel"]}
flying fox	{"temperatureRange": "20-30", "precipitationRange": "100-300", "kind": "small mammal", "sealife": false, "diet": ["fruit", "nectar", "flower"]}
fork-tailed drongo	{"temperatureRange": "20-35", "precipitationRange": "50-150", "kind": "small bird", "sealife": false, "diet": ["insect", "small reptile", "small amphibian"]}
four-horned antelope	{"temperatureRange": "10-35", "precipitationRange": "75-150", "kind": "small mammal", "sealife": false, "diet": ["plant", "fruit", "seed"]}
four-spotted skimmer	{"temperatureRange": "20-35", "precipitationRange": "50-150", "kind": "insect", "sealife": false, "diet": ["insect"]}
four-striped grass mouse	{"temperatureRange": "15-30", "precipitationRange": "25-100", "kind": "small mammal", "sealife": false, "diet": ["seed", "plant", "insect", "fruit"]}
frilled dragon	{"temperatureRange": "24-30", "precipitationRange": "70-150", "kind": "large reptile", "sealife": false, "diet": ["insect", "small reptile", "small mammal", "spider"]}
frilled lizard	{"temperatureRange": "24-30", "precipitationRange": "70-150", "kind": "large reptile", "sealife": false, "diet": ["insect", "small reptile", "small mammal", "spider"]}
fringe-eared oryx	{"temperatureRange": "15-50", "precipitationRange": "10-50", "kind": "large mammal", "sealife": false, "diet": ["plant", "fruit", "root"]}
frog	{"temperatureRange": "4-35", "precipitationRange": "100-200", "kind": "small amphibian", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "small fish", "small mammal"]}
galah	{"temperatureRange": "0-40", "precipitationRange": "25-150", "kind": "small bird", "sealife": false, "diet": ["seed", "nut", "fruit", "insect", "plant"]}
galapagos albatross	{"temperatureRange": "15-25", "precipitationRange": "75-150", "kind": "large bird", "sealife": false, "diet": ["fish", "squid", "crustacean"]}
galapagos dove	{"temperatureRange": "15-30", "precipitationRange": "0-75", "kind": "small bird", "sealife": false, "diet": ["seed", "fruit", "insect", "carcass"]}
galapagos hawk	{"temperatureRange": "15-30", "precipitationRange": "0-75", "kind": "large bird", "sealife": false, "diet": ["insect", "small reptile", "small bird", "egg", "carcass", "galapagos lava lizard", "marine iguana"]}
galapagos mockingbird	{"temperatureRange": "15-30", "precipitationRange": "0-75", "kind": "small bird", "sealife": false, "diet": ["insect", "fruit", "seed", "nectar", "egg", "carcass"]}
galapagos penguin	{"temperatureRange": "15-28", "precipitationRange": "0-75", "kind": "small bird", "sealife": false, "diet": ["small fish"]}
galapagos sea lion	{"temperatureRange": "15-28", "precipitationRange": "25-75", "kind": "large mammal", "sealife": true, "diet": ["small fish", "squid", "octopus"]}
galapagos tortoise	{"temperatureRange": "20-32", "precipitationRange": "25-75", "kind": "large reptile", "sealife": false, "diet": ["plant", "fruit", "cactus"]}
gambel's quail	{"temperatureRange": "10-40", "precipitationRange": "25-50", "kind": "small bird", "sealife": false, "diet": ["seed", "fruit", "insect", "plant"]}
gaur	{"temperatureRange": "20-30", "precipitationRange": "100-400", "kind": "large mammal", "sealife": false, "diet": ["plant", "grass", "fruit"]}
gecko	{"temperatureRange": "20-40", "precipitationRange": "25-150", "kind": "small reptile", "sealife": false, "diet": ["insect"]}
gelada baboon	{"temperatureRange": "10-30", "precipitationRange": "50-150", "kind": "large mammal", "sealife": false, "diet": ["grass", "seed", "root", "fruit", "insect", "small mammal"]}
gemsbok	{"temperatureRange": "10-45", "precipitationRange": "25-100", "kind": "large mammal", "sealife": false, "diet": ["plant", "fruit", "root"]}
genoveva butterfly	{"temperatureRange": "15-30", "precipitationRange": "75-200", "kind": "insect", "sealife": false, "diet": ["nectar", "pollen", "honeydew"]}
gerbil	{"temperatureRange": "20-30", "precipitationRange": "25-50", "kind": "small mammal", "sealife": false, "diet": ["seed", "nut", "fruit", "plant", "insect"]}
gerenuk	{"temperatureRange": "20-40", "precipitationRange": "25-75", "kind": "large mammal", "sealife": false, "diet": ["plant", "fruit", "flower"]}
giant anteater	{"temperatureRange": "20-30", "precipitationRange": "150-250", "kind": "large mammal", "sealife": false, "diet": ["ant", "termite"]}
giant armadillo	{"temperatureRange": "20-30", "precipitationRange": "100-200", "kind": "large mammal", "sealife": false, "diet": ["insect", "small reptile", "small mammal", "carcass", "fruit", "plant"]}
giant girdled lizard	{"temperatureRange": "24-30", "precipitationRange": "10-30", "kind": "large reptile", "sealife": false, "diet": ["insect", "small reptile", "plant", "fruit", "seed"]}
giant heron	{"temperatureRange": "15-35", "precipitationRange": "70-200", "kind": "large bird", "sealife": false, "diet": ["fish", "small amphibian", "small reptile", "insect", "small mammal"]}
giant otter	{"temperatureRange": "20-30", "precipitationRange": "150-300", "kind": "large mammal", "sealife": false, "diet": ["fish", "crab", "snake", "small mammal"]}
gila monster	{"temperatureRange": "18-32", "precipitationRange": "20-60", "kind": "large reptile", "sealife": false, "diet": ["small mammal", "egg", "carcass"]}
giraffe	{"temperatureRange": "15-35", "precipitationRange": "25-150", "kind": "giant mammal", "sealife": false, "diet": ["plant", "fruit"]}
glossy ibis	{"temperatureRange": "10-35", "precipitationRange": "75-200", "kind": "large bird", "sealife": false, "diet": ["insect", "small reptile", "small amphibian", "small fish", "small mammal"]}
